"ensg"	"chrom"	"start"	"end"	"status"	"cytoband"	"symbol"
"ENSG00000178773"	16	89642176	89663653	"KNOWN"	"q24.3"	"CPNE7"
"ENSG00000015413"	16	89679716	89704864	"KNOWN"	"q24.3"	"DPEP1"
"ENSG00000131165"	16	89710846	89724129	"KNOWN"	"q24.3"	"CHMP1A"
"ENSG00000167523"	16	89724210	89737680	"KNOWN"	"q24.3"	"C16orf55"
"ENSG00000185324"	16	89753076	89762759	"KNOWN"	"q24.3"	"CDK10"
"ENSG00000158792"	16	89762766	89768099	"KNOWN"	"q24.3"	"SPATA2L"
"ENSG00000075399"	16	89773541	89787394	"KNOWN"	"q24.3"	"C16orf7"
"ENSG00000158805"	16	89787393	89807333	"KNOWN"	"q24.3"	"ZNF276"
"ENSG00000187741"	16	89803959	89883065	"KNOWN"	"q24.3"	"FANCA"
"ENSG00000204991"	16	89894907	89937727	"KNOWN"	"q24.3"	"SPIRE2"
"ENSG00000141002"	16	89939994	89977792	"KNOWN"	"q24.3"	"TCF25"
"ENSG00000198211"	16	89985667	90002505	"KNOWN"	"q24.3"	"TUBB3"
"ENSG00000140995"	16	90015151	90034467	"KNOWN"	"q24.3"	"DEF8"
"ENSG00000003249"	16	90071281	90086526	"KNOWN"	"q24.3"	"DBNDD1"
"ENSG00000141013"	16	90089008	90111379	"KNOWN"	"q24.3"	"GAS8"
"ENSG00000221819"	16	90095316	90096309	"KNOWN"	"q24.3"	"C16orf3"
"ENSG00000126856"	16	90122976	90142338	"KNOWN"	"q24.3"	"PRDM7"
"ENSG00000187939"	17	6007	31420	"KNOWN"	"p13.3"	"DOC2BL"
"ENSG00000181031"	17	62297	202576	"KNOWN"	"p13.3"	"RPH3AL"
"ENSG00000187624"	17	260119	264353	"KNOWN"	"p13.3"	"C17orf97"
"ENSG00000183688"	17	289780	295731	"KNOWN"	"p13.3"	"FAM101B"
"ENSG00000141252"	17	414730	618096	"KNOWN"	"p13.3"	"VPS53"
"ENSG00000167695"	17	635798	646074	"KNOWN"	"p13.3"	"FAM57A"
"ENSG00000179409"	17	647661	655501	"KNOWN"	"p13.3"	"GEMIN4"
"ENSG00000167699"	17	662550	686505	"KNOWN"	"p13.3"	"GLOD4"
"ENSG00000171861"	17	685513	695738	"KNOWN"	"p13.3"	"RNMTL1"
"ENSG00000167693"	17	702585	883010	"KNOWN"	"p13.3"	"NXN"
"ENSG00000177370"	17	900357	905388	"KNOWN"	"p13.3"	"TIMM22"
"ENSG00000159842"	17	906760	1083131	"KNOWN"	"p13.3"	"ABR"
"ENSG00000205899"	17	1173853	1174754	"KNOWN"	"p13.3"	"BHLHA9"
"ENSG00000184811"	17	1182957	1204281	"KNOWN"	"p13.3"	"TUSC5"
"ENSG00000108953"	17	1247845	1303556	"KNOWN"	"p13.3"	"YWHAE"
"ENSG00000167193"	17	1325476	1359544	"KNOWN"	"p13.3"	"CRK"
"ENSG00000197879"	17	1367482	1396001	"KNOWN"	"p13.3"	"MYO1C"
"ENSG00000132376"	17	1397872	1420182	"KNOWN"	"p13.3"	"INPP5K"
"ENSG00000174238"	17	1421287	1466110	"KNOWN"	"p13.3"	"PITPNA"
"ENSG00000167703"	17	1477698	1532130	"KNOWN"	"p13.3"	"SLC43A2"
"ENSG00000074660"	17	1537152	1549047	"KNOWN"	"p13.3"	"SCARF1"
"ENSG00000167705"	17	1549449	1553392	"KNOWN"	"p13.3"	"RILP"
"ENSG00000174231"	17	1553924	1588176	"KNOWN"	"p13.3"	"PRPF8"
"ENSG00000185561"	17	1611064	1613651	"KNOWN"	"p13.3"	"TLCD2"
"ENSG00000167716"	17	1619817	1641888	"KNOWN"	"p13.3"	"WDR81"
"ENSG00000167711"	17	1646130	1658560	"KNOWN"	"p13.3"	"SERPINF2"
"ENSG00000132386"	17	1665259	1680868	"KNOWN"	"p13.3"	"SERPINF1"
"ENSG00000186532"	17	1682832	1733175	"KNOWN"	"p13.3"	"SMYD4"
"ENSG00000132383"	17	1733273	1802848	"KNOWN"	"p13.3"	"RPA1"
"ENSG00000185924"	17	1837978	1928178	"KNOWN"	"p13.3"	"RTN4RL1"
"ENSG00000108963"	17	1933431	1946724	"KNOWN"	"p13.3"	"DPH1"
"ENSG00000177374"	17	1958393	1962980	"KNOWN"	"p13.3"	"HIC1"
"ENSG00000070366"	17	1963133	2207069	"KNOWN"	"p13.3"	"SMG6"
"ENSG00000167720"	17	2207248	2228553	"KNOWN"	"p13.3"	"SRR"
"ENSG00000167721"	17	2225992	2240678	"KNOWN"	"p13.3"	"TSR1"
"ENSG00000141258"	17	2240806	2284344	"KNOWN"	"p13.3"	"SGSM2"
"ENSG00000070444"	17	2287355	2304354	"KNOWN"	"p13.3"	"MNT"
"ENSG00000127804"	17	2319352	2415200	"KNOWN"	"p13.3"	"METT10D"
"ENSG00000007168"	17	2496923	2588909	"KNOWN"	"p13.3"	"PAFAH1B1"
"ENSG00000132361"	17	2592680	2614927	"KNOWN"	"p13.3"	"KIAA0664"
"ENSG00000132359"	17	2699732	2941034	"KNOWN"	"p13.3"	"GARNL4"
"ENSG00000182880"	17	2965963	2966955	"KNOWN"	"p13.3"	"OR1D4"
"ENSG00000184166"	17	2995352	2996290	"KNOWN"	"p13.3"	"OR1D2"
"ENSG00000183024"	17	3029904	3030959	"KNOWN"	"p13.3"	"OR1G1"
"ENSG00000172150"	17	3100813	3101742	"KNOWN"	"p13.3"	"OR1A2"
"ENSG00000172146"	17	3118915	3119844	"KNOWN"	"p13.3"	"OR1A1"
"ENSG00000221882"	17	3181193	3182268	"KNOWN"	"p13.3"	"OR3A2"
"ENSG00000180090"	17	3194929	3195894	"KNOWN"	"p13.3"	"OR3A1"
"ENSG00000180016"	17	3300398	3301704	"KNOWN"	"p13.2"	"OR1E1"
"ENSG00000159961"	17	3323862	3324827	"KNOWN"	"p13.2"	"OR3A3"
"ENSG00000127780"	17	3336164	3337135	"KNOWN"	"p13.2"	"OR1E2"
"ENSG00000141255"	17	3343308	3375089	"KNOWN"	"p13.2"	"SPATA22"
"ENSG00000108381"	17	3377404	3402699	"KNOWN"	"p13.2"	"ASPA"
"ENSG00000167723"	17	3416486	3461289	"KNOWN"	"p13.2"	"TRPV3"
"ENSG00000197417"	17	3511556	3539616	"KNOWN"	"p13.2"	"SHPK"
"ENSG00000040531"	17	3539762	3566397	"KNOWN"	"p13.2"	"CTNS"
"ENSG00000213977"	17	3566190	3571973	"KNOWN"	"p13.2"	"TAX1BP3"
"ENSG00000127774"	17	3572090	3572962	"KNOWN"	"p13.2"	"TMEM93"
"ENSG00000083454"	17	3575748	3599583	"KNOWN"	"p13.2"	"P2RX5"
"ENSG00000083457"	17	3617923	3704544	"KNOWN"	"p13.2"	"ITGAE"
"ENSG00000177602"	17	3627197	3629993	"KNOWN"	"p13.2"	"GSG2"
"ENSG00000074356"	17	3714460	3749540	"KNOWN"	"p13.2"	"C17orf85"
"ENSG00000004660"	17	3763609	3796337	"KNOWN"	"p13.2"	"CAMKK1"
"ENSG00000108405"	17	3799891	3819960	"KNOWN"	"p13.2"	"P2RX1"
"ENSG00000074370"	17	3822943	3867736	"KNOWN"	"p13.2"	"ATP2A3"
"ENSG00000074755"	17	3907740	4046253	"KNOWN"	"p13.2"	"ZZEF1"
"ENSG00000167740"	17	4046462	4060989	"KNOWN"	"p13.2"	"CYB5D2"
"ENSG00000185722"	17	4066665	4167274	"KNOWN"	"p13.2"	"ANKFY1"
"ENSG00000182557"	17	4337219	4391498	"KNOWN"	"p13.2"	"SPNS3"
"ENSG00000183018"	17	4402129	4443228	"KNOWN"	"p13.2"	"SPNS2"
"ENSG00000132382"	17	4442192	4458681	"KNOWN"	"p13.2"	"MYBBP1A"
"ENSG00000167741"	17	4460224	4463876	"KNOWN"	"p13.2"	"GGT6"
"ENSG00000188176"	17	4487276	4511614	"KNOWN"	"p13.2"	"SMTNL2"
"ENSG00000161905"	17	4534221	4544960	"KNOWN"	"p13.2"	"ALOX15"
"ENSG00000141456"	17	4574680	4607632	"KNOWN"	"p13.2"	"PELP1"
"ENSG00000141480"	17	4613789	4624794	"KNOWN"	"p13.2"	"ARRB2"
"ENSG00000161920"	17	4634708	4636888	"KNOWN"	"p13.2"	"MED11"
"ENSG00000161921"	17	4636830	4643223	"KNOWN"	"p13.2"	"CXCL16"
"ENSG00000141497"	17	4643319	4649410	"KNOWN"	"p13.2"	"ZMYND15"
"ENSG00000142484"	17	4675187	4686506	"KNOWN"	"p13.2"	"TM4SF5"
"ENSG00000182853"	17	4688581	4689731	"KNOWN"	"p13.2"	"VMO1"
"ENSG00000182327"	17	4692254	4693685	"KNOWN"	"p13.2"	"GLTPD2"
"ENSG00000142507"	17	4699457	4701786	"KNOWN"	"p13.2"	"PSMB6"
"ENSG00000129219"	17	4710421	4726727	"KNOWN"	"p13.2"	"PLD2"
"ENSG00000141503"	17	4736683	4801355	"KNOWN"	"p13.2"	"MINK1"
"ENSG00000108556"	17	4801064	4806369	"KNOWN"	"p13.2"	"CHRNE"
"ENSG00000185245"	17	4835592	4838325	"KNOWN"	"p13.2"	"GP1BA"
"ENSG00000108528"	17	4840605	4843318	"KNOWN"	"p13.2"	"SLC25A11"
"ENSG00000108523"	17	4843630	4848515	"KNOWN"	"p13.2"	"RNF167"
"ENSG00000108518"	17	4848952	4851825	"KNOWN"	"p13.2"	"PFN1"
"ENSG00000108515"	17	4854386	4860422	"KNOWN"	"p13.2"	"ENO3"
"ENSG00000091640"	17	4862523	4871132	"KNOWN"	"p13.2"	"SPAG7"
"ENSG00000108509"	17	4871293	4890951	"KNOWN"	"p13.2"	"CAMTA2"
"ENSG00000196388"	17	4891425	4900905	"KNOWN"	"p13.2"	"INCA1"
"ENSG00000129250"	17	4901247	4927997	"KNOWN"	"p13.2"	"KIF1C"
"ENSG00000132517"	17	4935900	4938727	"KNOWN"	"p13.2"	"GPR172B"
"ENSG00000180787"	17	4981754	4999668	"KNOWN"	"p13.2"	"ZFP3"
"ENSG00000167840"	17	5009033	5026397	"KNOWN"	"p13.2"	"ZNF232"
"ENSG00000129204"	17	5019733	5078324	"KNOWN"	"p13.2"	"USP6"
"ENSG00000180626"	17	5082831	5095178	"KNOWN"	"p13.2"	"ZNF594"
"ENSG00000161929"	17	5112256	5138137	"KNOWN"	"p13.2"	"C17orf87"
"ENSG00000029725"	17	5185558	5289129	"KNOWN"	"p13.2"	"RABEP1"
"ENSG00000108559"	17	5289422	5322996	"KNOWN"	"p13.2"	"NUP88"
"ENSG00000129197"	17	5322961	5336196	"KNOWN"	"p13.2"	"RPAIN"
"ENSG00000108561"	17	5336099	5342471	"KNOWN"	"p13.2"	"C1QBP"
"ENSG00000005100"	17	5345596	5372356	"KNOWN"	"p13.2"	"DHX33"
"ENSG00000072849"	17	5377613	5389497	"KNOWN"	"p13.2"	"DERL2"
"ENSG00000167842"	17	5390247	5394128	"KNOWN"	"p13.2"	"MIS12"
"ENSG00000091592"	17	5404719	5487832	"KNOWN"	"p13.2"	"NLRP1"
"ENSG00000179314"	17	5973934	6027745	"KNOWN"	"p13.2"	"WSCD1"
"ENSG00000129221"	17	6327060	6338519	"KNOWN"	"p13.2"	"AIPL1"
"ENSG00000129195"	17	6347761	6354382	"KNOWN"	"p13.2"	"FAM64A"
"ENSG00000091622"	17	6354584	6459877	"KNOWN"	"p13.2"	"PITPNM3"
"ENSG00000198920"	17	6481646	6544247	"KNOWN"	"p13.1"	"KIAA0753"
"ENSG00000129235"	17	6544222	6547861	"KNOWN"	"p13.1"	"TXNDC17"
"ENSG00000108590"	17	6546633	6554954	"KNOWN"	"p13.1"	"MED31"
"ENSG00000212734"	17	6554971	6556617	"KNOWN"	"p13.1"	"C17orf100"
"ENSG00000141485"	17	6588038	6616740	"KNOWN"	"p13.1"	"SLC13A5"
"ENSG00000132530"	17	6659156	6678962	"KNOWN"	"p13.1"	"XAF1"
"ENSG00000177294"	17	6679552	6690964	"KNOWN"	"p13.1"	"FBXO39"
"ENSG00000167858"	17	6703301	6735060	"KNOWN"	"p13.1"	"TEKT1"
"ENSG00000108839"	17	6899384	6914055	"KNOWN"	"p13.1"	"ALOX12"
"ENSG00000219200"	17	6915798	6917850	"KNOWN"	"p13.1"	"RNASEK"
"ENSG00000161939"	17	6918073	6920838	"KNOWN"	"p13.1"	"C17orf49"
"ENSG00000161940"	17	6926369	6932961	"KNOWN"	"p13.1"	"BCL6B"
"ENSG00000174327"	17	6939394	6943439	"KNOWN"	"p13.1"	"SLC16A13"
"ENSG00000174326"	17	6944949	6947242	"KNOWN"	"p13.1"	"SLC16A11"
"ENSG00000132514"	17	6977857	6983600	"KNOWN"	"p13.1"	"CLEC10A"
"ENSG00000161944"	17	7004641	7018128	"KNOWN"	"p13.1"	"ASGR2"
"ENSG00000141505"	17	7076750	7082883	"KNOWN"	"p13.1"	"ASGR1"
"ENSG00000132535"	17	7093209	7123369	"KNOWN"	"p13.1"	"DLG4"
"ENSG00000072778"	17	7123153	7128584	"KNOWN"	"p13.1"	"ACADVL"
"ENSG00000004975"	17	7128661	7137863	"KNOWN"	"p13.1"	"DVL2"
"ENSG00000040633"	17	7138350	7142825	"KNOWN"	"p13.1"	"PHF23"
"ENSG00000170296"	17	7143740	7145753	"KNOWN"	"p13.1"	"GABARAP"
"ENSG00000175826"	17	7146906	7155259	"KNOWN"	"p13.1"	"DULLARD"
"ENSG00000170291"	17	7155372	7163250	"KNOWN"	"p13.1"	"C17orf81"
"ENSG00000181885"	17	7163223	7166519	"KNOWN"	"p13.1"	"CLDN7"
"ENSG00000181856"	17	7185054	7191366	"KNOWN"	"p13.1"	"SLC2A4"
"ENSG00000006047"	17	7191571	7197876	"KNOWN"	"p13.1"	"YBX2"
"ENSG00000132507"	17	7210318	7215782	"KNOWN"	"p13.1"	"EIF5A"
"ENSG00000132522"	17	7215978	7222394	"KNOWN"	"p13.1"	"GPS2"
"ENSG00000215041"	17	7218953	7232638	"KNOWN"	"p13.1"	"NEURL4"
"ENSG00000072818"	17	7239848	7254793	"KNOWN"	"p13.1"	"ACAP1"
"ENSG00000213859"	17	7255208	7258258	"KNOWN"	"p13.1"	"KCTD11"
"ENSG00000182896"	17	7258497	7260538	"KNOWN"	"p13.1"	"TMEM95"
"ENSG00000174292"	17	7284365	7293092	"KNOWN"	"p13.1"	"TNK1"
"ENSG00000187838"	17	7293055	7297843	"KNOWN"	"p13.1"	"PLSCR3"
"ENSG00000205544"	17	7306314	7307418	"KNOWN"	"p13.1"	"C17orf61"
"ENSG00000169992"	17	7311502	7323179	"KNOWN"	"p13.1"	"NLGN2"
"ENSG00000181323"	17	7323679	7326926	"KNOWN"	"p13.1"	"SPEM1"
"ENSG00000184560"	17	7328935	7330884	"KNOWN"	"p13.1"	"C17orf74"
"ENSG00000181284"	17	7338762	7340998	"KNOWN"	"p13.1"	"TMEM102"
"ENSG00000161958"	17	7342689	7348247	"KNOWN"	"p13.1"	"FGF11"
"ENSG00000170175"	17	7348406	7360932	"KNOWN"	"p13.1"	"CHRNB1"
"ENSG00000174282"	17	7362688	7387568	"KNOWN"	"p13.1"	"ZBTB4"
"ENSG00000231260"	17	7384715	7386383	"KNOWN"	"p13.1"	"AMAC1L3"
"ENSG00000181222"	17	7387866	7417933	"KNOWN"	"p13.1"	"POLR2A"
"ENSG00000161955"	17	7452375	7464925	"KNOWN"	"p13.1"	"TNFSF12"
"ENSG00000161956"	17	7465319	7475285	"KNOWN"	"p13.1"	"SENP3"
"ENSG00000161960"	17	7476057	7482324	"KNOWN"	"p13.1"	"EIF4A1"
"ENSG00000129226"	17	7482805	7485428	"KNOWN"	"p13.1"	"CD68"
"ENSG00000129255"	17	7486965	7495790	"KNOWN"	"p13.1"	"MPDU1"
"ENSG00000129194"	17	7491498	7493488	"KNOWN"	"p13.1"	"SOX15"
"ENSG00000129245"	17	7494548	7518160	"KNOWN"	"p13.1"	"FXR2"
"ENSG00000141504"	17	7529552	7531187	"KNOWN"	"p13.1"	"SAT2"
"ENSG00000129214"	17	7531374	7536695	"KNOWN"	"p13.1"	"SHBG"
"ENSG00000129244"	17	7554254	7561087	"KNOWN"	"p13.1"	"ATP1B2"
"ENSG00000141510"	17	7565257	7590863	"KNOWN"	"p13.1"	"TP53"
"ENSG00000141499"	17	7589389	7606820	"KNOWN"	"p13.1"	"WRAP53"
"ENSG00000108947"	17	7608520	7614689	"KNOWN"	"p13.1"	"EFNB3"
"ENSG00000183914"	17	7623039	7737058	"KNOWN"	"p13.1"	"DNAH2"
"ENSG00000132510"	17	7743222	7758106	"KNOWN"	"p13.1"	"KDM6B"
"ENSG00000167874"	17	7758376	7759417	"KNOWN"	"p13.1"	"TMEM88"
"ENSG00000183011"	17	7760005	7761172	"KNOWN"	"p13.1"	"LSMD1"
"ENSG00000182224"	17	7761064	7765598	"KNOWN"	"p13.1"	"CYB5D1"
"ENSG00000170004"	17	7788123	7816075	"KNOWN"	"p13.1"	"CHD3"
"ENSG00000170049"	17	7826027	7832753	"KNOWN"	"p13.1"	"KCNAB3"
"ENSG00000170043"	17	7833667	7835263	"KNOWN"	"p13.1"	"TRAPPC1"
"ENSG00000170037"	17	7835473	7852895	"KNOWN"	"p13.1"	"CNTROB"
"ENSG00000132518"	17	7905988	7923658	"KNOWN"	"p13.1"	"GUCY2D"
"ENSG00000179593"	17	7942358	7952428	"KNOWN"	"p13.1"	"ALOX15B"
"ENSG00000179477"	17	7975954	7991021	"KNOWN"	"p13.1"	"ALOX12B"
"ENSG00000179148"	17	7999218	8021860	"KNOWN"	"p13.1"	"ALOXE3"
"ENSG00000179111"	17	8024299	8027402	"KNOWN"	"p13.1"	"HES7"
"ENSG00000179094"	17	8043809	8059678	"KNOWN"	"p13.1"	"PER1"
"ENSG00000220205"	17	8062465	8066293	"KNOWN"	"p13.1"	"VAMP2"
"ENSG00000179029"	17	8076296	8079727	"KNOWN"	"p13.1"	"TMEM107"
"ENSG00000196544"	17	8091652	8093564	"KNOWN"	"p13.1"	"C17orf59"
"ENSG00000178999"	17	8108057	8113900	"KNOWN"	"p13.1"	"AURKB"
"ENSG00000178971"	17	8128140	8151413	"KNOWN"	"p13.1"	"C17orf68"
"ENSG00000178921"	17	8152596	8173808	"KNOWN"	"p13.1"	"PFAS"
"ENSG00000125434"	17	8191082	8198661	"KNOWN"	"p13.1"	"SLC25A35"
"ENSG00000108961"	17	8191989	8193403	"KNOWN"	"p13.1"	"RANGRF"
"ENSG00000198844"	17	8213559	8225834	"KNOWN"	"p13.1"	"ARHGEF15"
"ENSG00000184650"	17	8243188	8249363	"KNOWN"	"p13.1"	"ODF4"
"ENSG00000184619"	17	8271955	8280029	"KNOWN"	"p13.1"	"KRBA2"
"ENSG00000161970"	17	8280834	8286565	"KNOWN"	"p13.1"	"RPL26"
"ENSG00000166579"	17	8339179	8383942	"KNOWN"	"p13.1"	"NDEL1"
"ENSG00000133026"	17	8377523	8534079	"KNOWN"	"p13.1"	"MYH10"
"ENSG00000161973"	17	8633252	8648154	"KNOWN"	"p13.1"	"CCDC42"
"ENSG00000183318"	17	8656424	8661877	"KNOWN"	"p13.1"	"SPDYE4"
"ENSG00000185156"	17	8700481	8702586	"KNOWN"	"p13.1"	"MFSD6L"
"ENSG00000174083"	17	8706041	8770997	"KNOWN"	"p13.1"	"PIK3R6"
"ENSG00000141506"	17	8782228	8869024	"KNOWN"	"p13.1"	"PIK3R5"
"ENSG00000065320"	17	8924859	9147317	"KNOWN"	"p13.1"	"NTN1"
"ENSG00000170310"	17	9153789	9479275	"KNOWN"	"p13.1"	"STX8"
"ENSG00000166596"	17	9479944	9546772	"KNOWN"	"p13.1"	"WDR16"
"ENSG00000154914"	17	9548950	9633001	"KNOWN"	"p13.1"	"USP43"
"ENSG00000184544"	17	9674770	9694614	"KNOWN"	"p13.1"	"DHRS7C"
"ENSG00000065325"	17	9728868	9793351	"KNOWN"	"p13.1"	"GLP2R"
"ENSG00000109047"	17	9801027	9808684	"KNOWN"	"p13.1"	"RCVRN"
"ENSG00000007237"	17	9813926	10101868	"KNOWN"	"p13.1"	"GAS7"
"ENSG00000006788"	17	10204183	10276322	"KNOWN"	"p13.1"	"MYH13"
"ENSG00000133020"	17	10293639	10325267	"KNOWN"	"p13.1"	"MYH8"
"ENSG00000141048"	17	10346607	10372876	"KNOWN"	"p13.1"	"MYH4"
"ENSG00000109061"	17	10395629	10421859	"KNOWN"	"p13.1"	"MYH1"
"ENSG00000125414"	17	10424473	10453017	"KNOWN"	"p13.1"	"MYH2"
"ENSG00000109063"	17	10531843	10559467	"KNOWN"	"p13.1"	"MYH3"
"ENSG00000133028"	17	10583653	10600885	"KNOWN"	"p13.1"	"SCO1"
"ENSG00000170222"	17	10600927	10614875	"KNOWN"	"p13.1"	"C17orf48"
"ENSG00000187824"	17	10616612	10633646	"KNOWN"	"p13.1"	"TMEM220"
"ENSG00000007174"	17	11501748	11873131	"KNOWN"	"p12"	"DNAH9"
"ENSG00000154957"	17	11880762	11900689	"KNOWN"	"p12"	"ZNF18"
"ENSG00000065559"	17	11924141	12047140	"KNOWN"	"p12"	"MAP2K4"
"ENSG00000141052"	17	12569214	12672266	"KNOWN"	"p12"	"MYOCD"
"ENSG00000006744"	17	12895703	12921359	"KNOWN"	"p12"	"ELAC2"
"ENSG00000153976"	17	13399006	13505244	"KNOWN"	"p12"	"HS3ST3A1"
"ENSG00000006695"	17	13972719	14111987	"KNOWN"	"p12"	"COX10"
"ENSG00000223510"	17	14139131	14140176	"KNOWN"	"p12"	"CDRT15"
"ENSG00000125430"	17	14204450	14252719	"KNOWN"	"p12"	"HS3ST3B1"
"ENSG00000109099"	17	15133097	15168644	"KNOWN"	"p12"	"PMP22"
"ENSG00000125409"	17	15207128	15244958	"KNOWN"	"p12"	"TEKT3"
"ENSG00000175106"	17	15339338	15466945	"KNOWN"	"p12"	"FAM18B2"
"ENSG00000221926"	17	15477413	15586389	"KNOWN"	"p12"	"TRIM16"
"ENSG00000214946"	17	15635561	15652506	"KNOWN"	"p12"	"TBC1D26"
"ENSG00000170425"	17	15848231	15879210	"KNOWN"	"p12"	"ADORA2B"
"ENSG00000214941"	17	15879874	15903006	"KNOWN"	"p12"	"ZSWIM7"
"ENSG00000011295"	17	15902782	15948336	"KNOWN"	"p12"	"TTC19"
"ENSG00000141027"	17	15934718	16119010	"KNOWN"	"p11.2"	"NCOR1"
"ENSG00000108474"	17	16120509	16229561	"KNOWN"	"p11.2"	"PIGL"
"ENSG00000166582"	17	16245849	16256812	"KNOWN"	"p11.2"	"CENPV"
"ENSG00000170315"	17	16284367	16287220	"KNOWN"	"p11.2"	"UBB"
"ENSG00000187688"	17	16318856	16340315	"KNOWN"	"p11.2"	"TRPV2"
"ENSG00000175061"	17	16342351	16345338	"KNOWN"	"p11.2"	"C17orf45"
"ENSG00000181350"	17	16345328	16395480	"KNOWN"	"p11.2"	"C17orf76"
"ENSG00000141040"	17	16453631	16472520	"KNOWN"	"p11.2"	"ZNF287"
"ENSG00000197566"	17	16524060	16557158	"KNOWN"	"p11.2"	"ZNF624"
"ENSG00000170160"	17	16593536	16681195	"KNOWN"	"p11.2"	"CCDC144A"
"ENSG00000131885"	17	16744209	16749250	"KNOWN"	"p11.2"	"KRT17P1"
"ENSG00000128438"	17	16826229	16875402	"KNOWN"	"p11.2"	"TNFRSF13B"
"ENSG00000133030"	17	16946074	17088874	"KNOWN"	"p11.2"	"MPRIP"
"ENSG00000214899"	17	17072078	17088887	"KNOWN"	"p11.2"	"C17orf84"
"ENSG00000179598"	17	17104311	17109632	"KNOWN"	"p11.2"	"PLD6"
"ENSG00000154803"	17	17115529	17140502	"KNOWN"	"p11.2"	"FLCN"
"ENSG00000141030"	17	17150141	17184591	"KNOWN"	"p11.2"	"COPS3"
"ENSG00000205309"	17	17206680	17250975	"KNOWN"	"p11.2"	"NT5M"
"ENSG00000141026"	17	17380300	17396534	"KNOWN"	"p11.2"	"MED9"
"ENSG00000108551"	17	17397755	17399707	"KNOWN"	"p11.2"	"RASD1"
"ENSG00000133027"	17	17408877	17495022	"KNOWN"	"p11.2"	"PEMT"
"ENSG00000108557"	17	17584787	17714767	"KNOWN"	"p11.2"	"RAI1"
"ENSG00000223737"	17	17681969	17682391	"KNOWN"	"p11.2"	"SMCR5"
"ENSG00000072310"	17	17715069	17740325	"KNOWN"	"p11.2"	"SREBF1"
"ENSG00000175662"	17	17746823	17875784	"KNOWN"	"p11.2"	"TOM1L2"
"ENSG00000171962"	17	17876127	17920203	"KNOWN"	"p11.2"	"LRRC48"
"ENSG00000171953"	17	17921334	17942523	"KNOWN"	"p11.2"	"ATPAF2"
"ENSG00000141034"	17	17942611	17971718	"KNOWN"	"p11.2"	"C17orf39"
"ENSG00000108591"	17	17991283	18011292	"KNOWN"	"p11.2"	"DRG2"
"ENSG00000091536"	17	18012020	18083116	"KNOWN"	"p11.2"	"MYO15A"
"ENSG00000091542"	17	18086867	18113265	"KNOWN"	"p11.2"	"ALKBH5"
"ENSG00000131899"	17	18128936	18148189	"KNOWN"	"p11.2"	"LLGL1"
"ENSG00000177731"	17	18148155	18162055	"KNOWN"	"p11.2"	"FLII"
"ENSG00000177427"	17	18163848	18169091	"KNOWN"	"p11.2"	"SMCR7"
"ENSG00000177302"	17	18174742	18218321	"KNOWN"	"p11.2"	"TOP3A"
"ENSG00000176994"	17	18218594	18231369	"KNOWN"	"p11.2"	"SMCR8"
"ENSG00000176974"	17	18231187	18266856	"KNOWN"	"p11.2"	"SHMT1"
"ENSG00000214860"	17	18281079	18292958	"KNOWN"	"p11.2"	"EVPLL"
"ENSG00000171916"	17	18380099	18398258	"KNOWN"	"p11.2"	"LGALS9C"
"ENSG00000154874"	17	18414535	18528930	"KNOWN"	"p11.2"	"CCDC144B"
"ENSG00000189375"	17	18538842	18547740	"KNOWN"	"p11.2"	"TBC1D28"
"ENSG00000108448"	17	18601328	18639432	"KNOWN"	"p11.2"	"TRIM16L"
"ENSG00000171931"	17	18647326	18682661	"KNOWN"	"p11.2"	"FBXW10"
"ENSG00000171928"	17	18684582	18710026	"KNOWN"	"p11.2"	"FAM18B"
"ENSG00000141127"	17	18739020	18834581	"KNOWN"	"p11.2"	"PRPSAP2"
"ENSG00000154025"	17	18853989	18924004	"KNOWN"	"p11.2"	"SLC5A10"
"ENSG00000188522"	17	18874381	18908117	"KNOWN"	"p11.2"	"FAM83G"
"ENSG00000154016"	17	18923991	18950336	"KNOWN"	"p11.2"	"GRAP"
"ENSG00000072134"	17	19140690	19240028	"KNOWN"	"p11.2"	"EPN2"
"ENSG00000108641"	17	19246370	19266046	"KNOWN"	"p11.2"	"B9D1"
"ENSG00000166484"	17	19281034	19286856	"KNOWN"	"p11.2"	"MAPK7"
"ENSG00000166482"	17	19286755	19290493	"KNOWN"	"p11.2"	"MFAP4"
"ENSG00000128482"	17	19314523	19320587	"KNOWN"	"p11.2"	"RNF112"
"ENSG00000142494"	17	19437167	19482346	"KNOWN"	"p11.2"	"SLC47A1"
"ENSG00000072210"	17	19551459	19580909	"KNOWN"	"p11.2"	"ALDH3A2"
"ENSG00000180638"	17	19581628	19620043	"KNOWN"	"p11.2"	"SLC47A2"
"ENSG00000108602"	17	19641300	19651746	"KNOWN"	"p11.2"	"ALDH3A1"
"ENSG00000083290"	17	19674144	19771249	"KNOWN"	"p11.2"	"ULK2"
"ENSG00000108599"	17	19808752	19881129	"KNOWN"	"p11.2"	"AKAP10"
"ENSG00000128487"	17	19912614	20222339	"KNOWN"	"p11.2"	"CYTSB"
"ENSG00000154898"	17	20224477	20319997	"KNOWN"	"p11.2"	"CCDC144C"
"ENSG00000205217"	17	20320741	20322363	"KNOWN"	"p11.2"	"FAM106B"
